subject,exam_type,question,option_a,option_b,option_c,option_d,correct_answer,explanation,year
Physics,WAEC,State three observable phenomena where a particle behaves like waves. Which of these is correct?,Diffraction,Interference,Photoelectric effect,D. Pair production,A,,2022
Physics,NECO,State three observable phenomena where a particle behaves like waves. Which of these is correct?,Diffraction,Interference,Photoelectric effect,D. Pair production,A,,2022
Physics,WAEC,Which statement about LASER is correct?,LASER is an acronym for Light Amplification by Stimulated Emission of Radiation,LASER is a solid state device,LASER produces incoherent light,LASER produces light of multiple wavelengths,A,,2022
Physics,NECO,Which statement about LASER is correct?,LASER is an acronym for Light Amplification by Stimulated Emission of Radiation,LASER is a solid state device,LASER produces incoherent light,LASER produces light of multiple wavelengths,A,,2022
Physics,WAEC,The instrument used to measure relative humidity is,barometer,hygrometer,hydrometer,manometer,B,,2023
Physics,NECO,The instrument used to measure relative humidity is,barometer,hygrometer,hydrometer,manometer,B,,2023
Physics,WAEC,Which part of the human eye performs the same function as the diaphragm in a lens camera?,Choroid,Iris,Cornea,Retina,B,,2023
Physics,NECO,Which part of the human eye performs the same function as the diaphragm in a lens camera?,Choroid,Iris,Cornea,Retina,B,,2023
Physics,WAEC,"An electron moves from an energy level of -8.6 eV to another level of -3.5 eV. Determine the frequency of the absorbed radiation (1eV = 1.6×10⁻¹⁹ J, h = 6.6×10⁻³⁴ Js)",1.24×10¹⁵ Hz,2.93×10¹⁵ Hz,3.59×10¹⁶ Hz,5.39×10¹⁶ Hz,A,,2023
Physics,NECO,"An electron moves from an energy level of -8.6 eV to another level of -3.5 eV. Determine the frequency of the absorbed radiation (1eV = 1.6×10⁻¹⁹ J, h = 6.6×10⁻³⁴ Js)",1.24×10¹⁵ Hz,2.93×10¹⁵ Hz,3.59×10¹⁶ Hz,5.39×10¹⁶ Hz,A,,2023
Physics,WAEC,"A ball of mass 0.8 kg is dropped from a height H. Just before hitting the ground, its velocity is 5.0 ms⁻¹. Determine H (g = 10 ms⁻²)",1.25 m,1.60 m,4.00 m,6.25 m,A,,2023
Physics,NECO,"A ball of mass 0.8 kg is dropped from a height H. Just before hitting the ground, its velocity is 5.0 ms⁻¹. Determine H (g = 10 ms⁻²)",1.25 m,1.60 m,4.00 m,6.25 m,A,,2023
Physics,WAEC,"Which of the following statements about latent heat are correct? I. When ice melts, latent heat is absorbed II. When water freezes, latent heat is absorbed III. When water evaporates, latent heat is given off IV. When water vapour condenses, latent heat is released",I and II only,"B, II and III only","C, I and III only","I, II and IV only",D,,2023
Physics,NECO,"Which of the following statements about latent heat are correct? I. When ice melts, latent heat is absorbed II. When water freezes, latent heat is absorbed III. When water evaporates, latent heat is given off IV. When water vapour condenses, latent heat is released",I and II only,"B, II and III only","C, I and III only","I, II and IV only",D,,2023
Physics,WAEC,Increasing the frequency of a sound wave produces,a longer wavelength,reduced loudness,more overtones,higher pitch,D,,2023
Physics,NECO,Increasing the frequency of a sound wave produces,a longer wavelength,reduced loudness,more overtones,higher pitch,D,,2023
Physics,WAEC,Which of the following diagrams correctly illustrates the mode of oscillation of air in a tube for the first overtone?,Diagram A,Diagram B,Diagram C,Diagram D,B,,2023
Physics,NECO,Which of the following diagrams correctly illustrates the mode of oscillation of air in a tube for the first overtone?,Diagram A,Diagram B,Diagram C,Diagram D,B,,2023
Physics,WAEC,"In a mass spectrometer, an ion of charge q and mass m moving in a path of radius r in a field of flux density B has a speed of",A. mr/qB,B. mq/r,C. qr/m,D. qr/B,A,,2023
Physics,NECO,"In a mass spectrometer, an ion of charge q and mass m moving in a path of radius r in a field of flux density B has a speed of",A. mr/qB,B. mq/r,C. qr/m,D. qr/B,A,,2023
Physics,WAEC,"A sound of frequency 512 Hz reaches a listener 100 m away. If the sound travels in air at 331 ms⁻¹, what is its wavelength?",0.195 m,0.646 m,5.120 m,1.550 m,B,,2023
Physics,NECO,"A sound of frequency 512 Hz reaches a listener 100 m away. If the sound travels in air at 331 ms⁻¹, what is its wavelength?",0.195 m,0.646 m,5.120 m,1.550 m,B,,2023
Physics,WAEC,"In the Rutherford scattering experiment, a beam of alpha particles was fired at thin gold foil. This shows that the nucleus of an atom",contains protons and electrons distributed in a tiny volume,is positively charged and is concentrated in a tiny volume,is distributed in a tiny volume,is concentrated in a tiny volume and contains alpha particles,B,,2023
Physics,NECO,"In the Rutherford scattering experiment, a beam of alpha particles was fired at thin gold foil. This shows that the nucleus of an atom",contains protons and electrons distributed in a tiny volume,is positively charged and is concentrated in a tiny volume,is distributed in a tiny volume,is concentrated in a tiny volume and contains alpha particles,B,,2023
Physics,WAEC,A charge of 10C is transferred across a potential difference of 220V. Determine the work done,A. 22 J,B. 210 J,C. 230 J,D. 2200 J,D,,2023
Physics,NECO,A charge of 10C is transferred across a potential difference of 220V. Determine the work done,A. 22 J,B. 210 J,C. 230 J,D. 2200 J,D,,2023
Physics,WAEC,A solenoid is constructed by winding an insulated copper on a long test tube. A constant direct current is passed through the solenoid. Which of the following actions will NOT increase the strength of the magnetic field?,Inserting an A. nickel rod in the test tube,B. brass rod in the test tube,C. soft iron rod in the test tube,D. steel rod in the test tube,A,,2023
Physics,NECO,A solenoid is constructed by winding an insulated copper on a long test tube. A constant direct current is passed through the solenoid. Which of the following actions will NOT increase the strength of the magnetic field?,Inserting an A. nickel rod in the test tube,B. brass rod in the test tube,C. soft iron rod in the test tube,D. steel rod in the test tube,A,,2023
Physics,WAEC,The following are advantages of using a solid dielectric material between the plates of a capacitor except,A. it keeps the plates at a fixed separation,B. the maximum potential difference the capacitor can withstand is increased,C. the capacitance of the capacitor of given dimensions is much greater than plates in a vacuum,D. it increases the electrical conduction of the capacitor,D,,2023
Physics,NECO,The following are advantages of using a solid dielectric material between the plates of a capacitor except,A. it keeps the plates at a fixed separation,B. the maximum potential difference the capacitor can withstand is increased,C. the capacitance of the capacitor of given dimensions is much greater than plates in a vacuum,D. it increases the electrical conduction of the capacitor,D,,2023
Physics,WAEC,Which of the following statements about a ferromagnetic material is correct?,It attracts non-magnetic materials,It has low relative permeability,C. it repels other magnetic materials,D. has a high susceptibility,D,,2023
Physics,NECO,Which of the following statements about a ferromagnetic material is correct?,It attracts non-magnetic materials,It has low relative permeability,C. it repels other magnetic materials,D. has a high susceptibility,D,,2023
Physics,WAEC,A ball P is released from the roof of a building at the same time as another ball Q is thrown vertically upward from the base of the building. Which statement about the accelerations of P and Q is correct?,The acceleration of P is greater than that of Q and both are in the same direction,The acceleration of P is equal to that of Q and both are in the same direction,The acceleration of P is equal to that of Q and are in opposite directions,The acceleration of P is less than that of Q and both are in the same direction,C,,2023
Physics,NECO,A ball P is released from the roof of a building at the same time as another ball Q is thrown vertically upward from the base of the building. Which statement about the accelerations of P and Q is correct?,The acceleration of P is greater than that of Q and both are in the same direction,The acceleration of P is equal to that of Q and both are in the same direction,The acceleration of P is equal to that of Q and are in opposite directions,The acceleration of P is less than that of Q and both are in the same direction,C,,2023
Physics,WAEC,"A planet has mass M and radius R. If the universal gravitational constant is G, what is the expression for the escape velocity of an object on the planet?",(2G/R)^½,(GR/2)^½,(GM/R)^½,(2GM/R)^½,D,,2023
Physics,NECO,"A planet has mass M and radius R. If the universal gravitational constant is G, what is the expression for the escape velocity of an object on the planet?",(2G/R)^½,(GR/2)^½,(GM/R)^½,(2GM/R)^½,D,,2023
Physics,WAEC,The specific latent heat of vaporization of lead is 8.7×10⁵ Jkg⁻¹. This means that 8.7×10⁵ J of thermal energy is required to,A. 1 kg of solid lead to vapour at constant temperature and pressure,B. 1 kg of solid lead to vapour at constant temperature,C. a given mass of molten lead to vapour at constant temperature and pressure,D. 1 kg of molten lead to vapour for every degree rise in temperature,A,,2023
Physics,NECO,The specific latent heat of vaporization of lead is 8.7×10⁵ Jkg⁻¹. This means that 8.7×10⁵ J of thermal energy is required to,A. 1 kg of solid lead to vapour at constant temperature and pressure,B. 1 kg of solid lead to vapour at constant temperature,C. a given mass of molten lead to vapour at constant temperature and pressure,D. 1 kg of molten lead to vapour for every degree rise in temperature,A,,2023
Physics,WAEC,"A 100 kg device is pulled up a plane inclined at 30° to the horizontal with a force of 1000N. If the coefficient of friction between the device and the surface is 0.25, determine the total force opposing the motion (g = 10 ms⁻²)",A. 216.5 N,B. 283.5 N,C. 716.5 N,D. 975.0 N,C,,2023
Physics,NECO,"A 100 kg device is pulled up a plane inclined at 30° to the horizontal with a force of 1000N. If the coefficient of friction between the device and the surface is 0.25, determine the total force opposing the motion (g = 10 ms⁻²)",A. 216.5 N,B. 283.5 N,C. 716.5 N,D. 975.0 N,C,,2023
Physics,WAEC,"Two objects A and B accelerate from rest at uniform rates. B accelerates at twice as much as A. Compared to A, B travels",twice as far,three times as far,C. two times as far,D. the same distance,A,,2023
Physics,NECO,"Two objects A and B accelerate from rest at uniform rates. B accelerates at twice as much as A. Compared to A, B travels",twice as far,three times as far,C. two times as far,D. the same distance,A,,2023
Physics,WAEC,"A hot metal is suspended at the centre of a closed uniform box. Thermometers E, F, G and H are placed in contact with the four sides of the box. Which of the four thermometers would register the highest temperature?",A. E,B. F,C. G,D. H,D,,2023
Physics,NECO,"A hot metal is suspended at the centre of a closed uniform box. Thermometers E, F, G and H are placed in contact with the four sides of the box. Which of the four thermometers would register the highest temperature?",A. E,B. F,C. G,D. H,D,,2023
Physics,WAEC,"A liquid is left in an open dish. After several days, there is less liquid in the dish. Which statement explains this observation?",Most energetic molecules leave the surface and return,Most energetic molecules leave the surface and escape into the air,C. least energetic molecules leave the surface and return,D. least energetic molecules leave the surface and escape into air,B,,2023
Physics,NECO,"A liquid is left in an open dish. After several days, there is less liquid in the dish. Which statement explains this observation?",Most energetic molecules leave the surface and return,Most energetic molecules leave the surface and escape into the air,C. least energetic molecules leave the surface and return,D. least energetic molecules leave the surface and escape into air,B,,2023
Physics,WAEC,The colours of the electromagnetic spectrum that have the shortest and longest wavelengths respectively are,red and blue,B. yellow and blue,C. indigo and violet,D. violet and red,D,,2023
Physics,NECO,The colours of the electromagnetic spectrum that have the shortest and longest wavelengths respectively are,red and blue,B. yellow and blue,C. indigo and violet,D. violet and red,D,,2023
Physics,WAEC,Which of the following equations is NOT a correct mirror formula? [The symbols have their usual meanings],A. 1/f = 1/u + 1/v,B. N = 360/θ - 1,C. f = 1/D,D. m = v/u,B,,2023
Physics,NECO,Which of the following equations is NOT a correct mirror formula? [The symbols have their usual meanings],A. 1/f = 1/u + 1/v,B. N = 360/θ - 1,C. f = 1/D,D. m = v/u,B,,2023
Physics,WAEC,An atom in an excited state is one whose,potential energy is minimum,potential energy is maximum,electrons are in the conduction band,D. electrons have moved to a higher energy level,D,,2023
Physics,NECO,An atom in an excited state is one whose,potential energy is minimum,potential energy is maximum,electrons are in the conduction band,D. electrons have moved to a higher energy level,D,,2023
Physics,WAEC,The conclusive test for magnetism in a steel bar suspended horizontally at its midpoint is when the bar,A. always settles in the magnetic N-S direction,B. always settles in the magnetic E-W direction,C. always settles between E-W and N-S direction,D. shows no directional preference,A,,2023
Physics,NECO,The conclusive test for magnetism in a steel bar suspended horizontally at its midpoint is when the bar,A. always settles in the magnetic N-S direction,B. always settles in the magnetic E-W direction,C. always settles between E-W and N-S direction,D. shows no directional preference,A,,2023
Physics,WAEC,Which of the following devices is used to compare the relative magnitudes of charges on two given bodies?,Electrophorus,Ebonite rod,Gold leaf electroscope,Proof plane,C,,2023
Physics,NECO,Which of the following devices is used to compare the relative magnitudes of charges on two given bodies?,Electrophorus,Ebonite rod,Gold leaf electroscope,Proof plane,C,,2023
Physics,WAEC,A direct current passes through a parallel plate capacitor because,A. the plates are non-conducting,B. the plates have equal but opposite charges,C. there is a leakage of charge from the plates,D. the dielectric between the plates is non-conducting,D,,2023
Physics,NECO,A direct current passes through a parallel plate capacitor because,A. the plates are non-conducting,B. the plates have equal but opposite charges,C. there is a leakage of charge from the plates,D. the dielectric between the plates is non-conducting,D,,2023
Physics,WAEC,The sagging of overhead electrical wires is caused by,A. rough handling,B. radiation of heat,C. linear expansion,D. gravitational attraction,C,,2023
Physics,NECO,The sagging of overhead electrical wires is caused by,A. rough handling,B. radiation of heat,C. linear expansion,D. gravitational attraction,C,,2023
Physics,WAEC,A cell of emf 2V has internal resistance of 0.5Ω. A current of 0.4A passes through an external resistor P. Determine the resistance of P,A. 4.5Ω,B. 4.0Ω,C. 2.5Ω,D. 1.0Ω,A,,2023
Physics,NECO,A cell of emf 2V has internal resistance of 0.5Ω. A current of 0.4A passes through an external resistor P. Determine the resistance of P,A. 4.5Ω,B. 4.0Ω,C. 2.5Ω,D. 1.0Ω,A,,2023
Physics,WAEC,"A cell of emf 2V, internal resistance 0.5Ω. A current of 0.4A flows through an external resistance P. What is the terminal potential of the battery?",1.8V,4.0V,2.0V,0.5V,A,,2023
Physics,NECO,"A cell of emf 2V, internal resistance 0.5Ω. A current of 0.4A flows through an external resistance P. What is the terminal potential of the battery?",1.8V,4.0V,2.0V,0.5V,A,,2023
Physics,WAEC,The property of a body that determines the direction of heat flow when the body is in contact with another body is its,power,heat capacity,temperature,mass,C,,2023
Physics,NECO,The property of a body that determines the direction of heat flow when the body is in contact with another body is its,power,heat capacity,temperature,mass,C,,2023
Physics,WAEC,"In an RLC series circuit at resonance, the voltages across the resistor and the inductor are 30V and 41V respectively. Determine the voltage across the capacitor",30V,41V,50V,70V,B,,2023
Physics,NECO,"In an RLC series circuit at resonance, the voltages across the resistor and the inductor are 30V and 41V respectively. Determine the voltage across the capacitor",30V,41V,50V,70V,B,,2023
Physics,WAEC,The purpose of commutators in a direct current motor is to,increase the efficiency of the motor,reverse the direction of the current after every half rotation,enable a uniform couple to act on the coil,increase the number of rotations per second,B,,2023
Physics,NECO,The purpose of commutators in a direct current motor is to,increase the efficiency of the motor,reverse the direction of the current after every half rotation,enable a uniform couple to act on the coil,increase the number of rotations per second,B,,2023
Physics,WAEC,"A lead bullet of mass 0.05 kg is fired with a speed of 200 ms⁻¹ into a lead block of mass 0.95 kg at rest. Given that the lead block moves after the impact, determine its kinetic energy",50 J,100 J,150 J,200 J,A,,2023
Physics,NECO,"A lead bullet of mass 0.05 kg is fired with a speed of 200 ms⁻¹ into a lead block of mass 0.95 kg at rest. Given that the lead block moves after the impact, determine its kinetic energy",50 J,100 J,150 J,200 J,A,,2023
Physics,WAEC,What is the name given to the force of attraction between the nucleons in the nucleus of an atom?,Gravitational force,Nuclear force,Electrostatic force,Magnetic force,B,,2023
Physics,NECO,What is the name given to the force of attraction between the nucleons in the nucleus of an atom?,Gravitational force,Nuclear force,Electrostatic force,Magnetic force,B,,2023
Physics,WAEC,"In a controlled thermal fission reactor, the use of control rods will NOT affect the",speed of the neutrons released on fission,rate of production of neutrons,energy generated in the nuclear reactor,amount of radiation produced,A,,2023
Physics,NECO,"In a controlled thermal fission reactor, the use of control rods will NOT affect the",speed of the neutrons released on fission,rate of production of neutrons,energy generated in the nuclear reactor,amount of radiation produced,A,,2023
Physics,WAEC,"The most appropriate value of fuse for a kettle rated 220V, 1.06 kW is",3A,4A,5A,6A,C,,2023
Physics,NECO,"The most appropriate value of fuse for a kettle rated 220V, 1.06 kW is",3A,4A,5A,6A,C,,2023
Physics,WAEC,The type of mirror used by dentists to inspect the teeth of patients is,convex mirror,concave mirror,plane mirror,cylindrical mirror,B,,2023
Physics,NECO,The type of mirror used by dentists to inspect the teeth of patients is,convex mirror,concave mirror,plane mirror,cylindrical mirror,B,,2023
Physics,WAEC,The diagram illustrates a model of oscillating waves. Determine the wavelength of the waves,A. 1.25 m,B. 1.50 m,C. 1.75 m,D. 2.00 m,B,,2023
Physics,NECO,The diagram illustrates a model of oscillating waves. Determine the wavelength of the waves,A. 1.25 m,B. 1.50 m,C. 1.75 m,D. 2.00 m,B,,2023
Physics,WAEC,Determine the frequency of the waves,A. 24.25 Hz,B. 192 Hz,C. 240 Hz,D. 245 Hz,C,,2023
Physics,NECO,Determine the frequency of the waves,A. 24.25 Hz,B. 192 Hz,C. 240 Hz,D. 245 Hz,C,,2023
Physics,WAEC,Which of the following statements about the properties of the electric field produced by charged parallel plates is NOT correct?,"The electric field in the region outside the parallel plate is zero, except for the edges",The electric field is uniform everywhere in the space between the parallel plates,"The magnitude of the electric field strength at any point between the plates, except near the edges, depends on the magnitude of the charge on each plate",The magnitude of the electric field strength at any point between the plates is directly proportional to the magnitude of the charge on each plate,A,,2023
Physics,NECO,Which of the following statements about the properties of the electric field produced by charged parallel plates is NOT correct?,"The electric field in the region outside the parallel plate is zero, except for the edges",The electric field is uniform everywhere in the space between the parallel plates,"The magnitude of the electric field strength at any point between the plates, except near the edges, depends on the magnitude of the charge on each plate",The magnitude of the electric field strength at any point between the plates is directly proportional to the magnitude of the charge on each plate,A,,2023
Physics,WAEC,A car P with a velocity of 50 ms⁻¹ travelling in the same direction as a car Q with a velocity of 20 ms⁻¹. The velocity of P relative to Q is,A. 24 ms⁻¹,B. 42 ms⁻¹,C. 50 ms⁻¹,D. 30 ms⁻¹,D,,2023
Physics,NECO,A car P with a velocity of 50 ms⁻¹ travelling in the same direction as a car Q with a velocity of 20 ms⁻¹. The velocity of P relative to Q is,A. 24 ms⁻¹,B. 42 ms⁻¹,C. 50 ms⁻¹,D. 30 ms⁻¹,D,,2023
Physics,WAEC,The range of wavelengths of the infrared waves in an electromagnetic spectrum is from,10⁻³ m to 10⁻⁷ m,B. longer than 10⁻³ m,C. equal to 10⁻⁷ m,D. shorter than 10⁻⁶ m,A,,2023
Physics,NECO,The range of wavelengths of the infrared waves in an electromagnetic spectrum is from,10⁻³ m to 10⁻⁷ m,B. longer than 10⁻³ m,C. equal to 10⁻⁷ m,D. shorter than 10⁻⁶ m,A,,2023
Physics,WAEC,"When an electron jumps directly from an orbit of n = 4 to n = 2, it undergoes",A. a photon is emitted,B. a photon is absorbed,C. two photons are emitted,D. two photons are absorbed,A,,2023
Physics,NECO,"When an electron jumps directly from an orbit of n = 4 to n = 2, it undergoes",A. a photon is emitted,B. a photon is absorbed,C. two photons are emitted,D. two photons are absorbed,A,,2023
Physics,WAEC,When a light-weight body and a massive body are acted upon by the same force for the same period of time,A. momenta of both bodies remain the same,B. lighter body has a higher momentum,C. massive body has a higher momentum,D. massive body builds up a higher velocity,A,,2023
Physics,NECO,When a light-weight body and a massive body are acted upon by the same force for the same period of time,A. momenta of both bodies remain the same,B. lighter body has a higher momentum,C. massive body has a higher momentum,D. massive body builds up a higher velocity,A,,2023
Physics,WAEC,Which of the following devices is associated with alternating currents only?,Induction coil,Lead-acid accumulator,Step-up transformer,Moving-coil galvanometer,C,,2023
Physics,NECO,Which of the following devices is associated with alternating currents only?,Induction coil,Lead-acid accumulator,Step-up transformer,Moving-coil galvanometer,C,,2023
Physics,WAEC,A body starts with an initial velocity of 20 ms⁻¹ and moves with a uniform acceleration a for 15 seconds. Which of the following equations represents the distance s travelled?,s = 300 – 225/2a,B. s = 300 + 2a,C. s = 300 + 225a/2,s = 300 + 2a,C,,2023
Physics,NECO,A body starts with an initial velocity of 20 ms⁻¹ and moves with a uniform acceleration a for 15 seconds. Which of the following equations represents the distance s travelled?,s = 300 – 225/2a,B. s = 300 + 2a,C. s = 300 + 225a/2,s = 300 + 2a,C,,2023
Physics,WAEC,The ratio of maximum range to maximum height in projectile motion when angle of projection is 50°,A. 4:1,B. 1:4,C. 2:1,D. 1:2,A,,2023
Physics,NECO,The ratio of maximum range to maximum height in projectile motion when angle of projection is 50°,A. 4:1,B. 1:4,C. 2:1,D. 1:2,A,,2023
Physics,WAEC,Statement I about towing vehicles is incorrect; Statement II is correct (Newton's third law); Statement III contradicts Statement II; Statement IV cannot be determined from observations. Which of these statements are correct?,A. I only,B. II only,C. I and III only,D. II and IV only,B,,2023
Physics,NECO,Statement I about towing vehicles is incorrect; Statement II is correct (Newton's third law); Statement III contradicts Statement II; Statement IV cannot be determined from observations. Which of these statements are correct?,A. I only,B. II only,C. I and III only,D. II and IV only,B,,2023
Physics,WAEC,Distance between x and y = area of rectangle = L × B = (8 – 4) × 40 = 4 × 40 = 160.0 m. What does this represent?,Acceleration,Distance,Velocity,Displacement,B,,2023
Physics,NECO,Distance between x and y = area of rectangle = L × B = (8 – 4) × 40 = 4 × 40 = 160.0 m. What does this represent?,Acceleration,Distance,Velocity,Displacement,B,,2023
Physics,WAEC,The vacuum and silvered surfaces of a vacuum flask walls are to respectively,minimize conduction and convection and prevent radiation,prevent conduction and convection and minimize radiation,prevent conduction and minimize convection and radiation,minimize conduction and prevent convection and radiation,D,,2024
Physics,NECO,The vacuum and silvered surfaces of a vacuum flask walls are to respectively,minimize conduction and convection and prevent radiation,prevent conduction and convection and minimize radiation,prevent conduction and minimize convection and radiation,minimize conduction and prevent convection and radiation,D,,2024
Physics,WAEC,The magnitude of the acceleration of a moving object is equal to the,gradient of a displacement-time graph,gradient of a velocity-time graph,area below a force-time graph,area below a velocity-time graph,B,,2024
Physics,NECO,The magnitude of the acceleration of a moving object is equal to the,gradient of a displacement-time graph,gradient of a velocity-time graph,area below a force-time graph,area below a velocity-time graph,B,,2024
Physics,WAEC,In which of the following states is maximum pressure exerted on a person?,Standing on two feet,Standing on one foot,Lying on the floor,Kneeling on the floor,B,,2024
Physics,NECO,In which of the following states is maximum pressure exerted on a person?,Standing on two feet,Standing on one foot,Lying on the floor,Kneeling on the floor,B,,2024
Physics,WAEC,What are cathode rays?,Stream of electrons,Beam of neutrons,Stream of protons,Beam of alpha particles,A,,2024
Physics,NECO,What are cathode rays?,Stream of electrons,Beam of neutrons,Stream of protons,Beam of alpha particles,A,,2024
Physics,WAEC,The capacitance of a parallel plate capacitor,decreases when the separation between the plates decreases,increases when the potential difference between the plates is increased,is greater without a dielectric between the plates than with dielectric,is greater with dielectric between the plates than without dielectric,D,,2024
Physics,NECO,The capacitance of a parallel plate capacitor,decreases when the separation between the plates decreases,increases when the potential difference between the plates is increased,is greater without a dielectric between the plates than with dielectric,is greater with dielectric between the plates than without dielectric,D,,2024
Physics,WAEC,The distance travelled by a cyclist from P to R is determined by the,area under QR,area under PQR,gradient of PQR,gradient of QR,B,,2024
Physics,NECO,The distance travelled by a cyclist from P to R is determined by the,area under QR,area under PQR,gradient of PQR,gradient of QR,B,,2024
Physics,WAEC,A ray of light travels from a less dense medium to a denser medium. How are the speed and frequency of the light affected?,speed A increases and the frequency increases,speed B decreases and the frequency decreases,speed increases and the frequency remains the same,D. speed decreases and the frequency remains the same,D,,2024
Physics,NECO,A ray of light travels from a less dense medium to a denser medium. How are the speed and frequency of the light affected?,speed A increases and the frequency increases,speed B decreases and the frequency decreases,speed increases and the frequency remains the same,D. speed decreases and the frequency remains the same,D,,2024
Physics,WAEC,The function of a fuse in an electric circuit is to,break the circuit when the current exceeds a certain value,save energy by reducing the voltage,ensure that the current in the circuit exceeds a certain value,D. save energy by reducing the current,A,,2024
Physics,NECO,The function of a fuse in an electric circuit is to,break the circuit when the current exceeds a certain value,save energy by reducing the voltage,ensure that the current in the circuit exceeds a certain value,D. save energy by reducing the current,A,,2024
Physics,WAEC,A body moves with uniform velocity when the resultant force on it is,greater than the frictional force acting on it,less than the frictional force acting on it,equal to zero,D. equal to unity,C,,2024
Physics,NECO,A body moves with uniform velocity when the resultant force on it is,greater than the frictional force acting on it,less than the frictional force acting on it,equal to zero,D. equal to unity,C,,2024
Physics,WAEC,The law of conservation of momentum is stated for closed and isolated system. What are the two conditions for a system to be closed and isolated?,No external force acts on the system and there is no change in mass of the system,No external force acts on the system and there is a gain in mass,No external force acts on the system and there is a loss in mass,An external force acts on the system and there is no change in mass,A,,2024
Physics,NECO,The law of conservation of momentum is stated for closed and isolated system. What are the two conditions for a system to be closed and isolated?,No external force acts on the system and there is no change in mass of the system,No external force acts on the system and there is a gain in mass,No external force acts on the system and there is a loss in mass,An external force acts on the system and there is no change in mass,A,,2024
Physics,WAEC,A stone of mass 200g attached to a string is made to revolve in a horizontal circle of radius 1.5m at steady speed of 5 ms⁻¹. Calculate the tension in the string at the bottom of the circle (g = 10 ms⁻²),A. 5.3 N,B. 3.3 N,C. 2.0 N,D. 1.3 N,B,,2024
Physics,NECO,A stone of mass 200g attached to a string is made to revolve in a horizontal circle of radius 1.5m at steady speed of 5 ms⁻¹. Calculate the tension in the string at the bottom of the circle (g = 10 ms⁻²),A. 5.3 N,B. 3.3 N,C. 2.0 N,D. 1.3 N,B,,2024
Physics,WAEC,"To convert a milli-ammeter to an ammeter, it is necessary to connect a resistor of",A. low value in series with it,B. high value in series with it,C. low value in parallel with it,D. high value in parallel with it,C,,2024
Physics,NECO,"To convert a milli-ammeter to an ammeter, it is necessary to connect a resistor of",A. low value in series with it,B. high value in series with it,C. low value in parallel with it,D. high value in parallel with it,C,,2024
Physics,WAEC,An object is placed 1.5m from a plane mirror. How far is the image from the object?,A. 3.0 m,B. 1.3 m,C. 1.0 m,D. 0.3 m,A,,2024
Physics,NECO,An object is placed 1.5m from a plane mirror. How far is the image from the object?,A. 3.0 m,B. 1.3 m,C. 1.0 m,D. 0.3 m,A,,2024
Physics,WAEC,Chromatic aberration in lenses can be corrected by using a combination of,diverging and converging lenses,an opaque material to cover the rims of lenses,wide parallel beams on the lens's surface,D. a thin convex lens,A,,2024
Physics,NECO,Chromatic aberration in lenses can be corrected by using a combination of,diverging and converging lenses,an opaque material to cover the rims of lenses,wide parallel beams on the lens's surface,D. a thin convex lens,A,,2024
Physics,WAEC,A cube of wood of side 10.0 cm floats vertically in water with 4.5 cm of its length submerged. Calculate the density of the wood (Density of water = 1 gcm³),A. 0.450 gcm⁻³,B. 0.203 gcm⁻³,C. 0.090 gcm⁻³,D. 0.045 gcm⁻³,A,,2024
Physics,NECO,A cube of wood of side 10.0 cm floats vertically in water with 4.5 cm of its length submerged. Calculate the density of the wood (Density of water = 1 gcm³),A. 0.450 gcm⁻³,B. 0.203 gcm⁻³,C. 0.090 gcm⁻³,D. 0.045 gcm⁻³,A,,2024
Physics,WAEC,A temperature of 60°F is equivalent to,A. 25°F,B. 50°F,C. 108°F,D. 140°F,D,,2024
Physics,NECO,A temperature of 60°F is equivalent to,A. 25°F,B. 50°F,C. 108°F,D. 140°F,D,,2024
Physics,WAEC,All of the following are practical applications of x-ray except,the treatment of tumours,determining the depth of a mine,C. dental operations,D. detecting fracture in bones,B,,2024
Physics,NECO,All of the following are practical applications of x-ray except,the treatment of tumours,determining the depth of a mine,C. dental operations,D. detecting fracture in bones,B,,2024
Physics,WAEC,Two isolated charged spheres each of magnitude 1×10⁻⁶ C are separated by a distance of 2.0×10⁻¹ m. Calculate the magnitude of the electrostatic force between them (K = 1/4πε₀ = 9×10⁹ Nm²C⁻²),A. 2.25×10⁻¹ N,B. 4.50×10⁻¹ N,C. 2.25×10⁻⁴ N,D. 4.50×10⁻⁴ N,A,,2024
Physics,NECO,Two isolated charged spheres each of magnitude 1×10⁻⁶ C are separated by a distance of 2.0×10⁻¹ m. Calculate the magnitude of the electrostatic force between them (K = 1/4πε₀ = 9×10⁹ Nm²C⁻²),A. 2.25×10⁻¹ N,B. 4.50×10⁻¹ N,C. 2.25×10⁻⁴ N,D. 4.50×10⁻⁴ N,A,,2024
Physics,WAEC,"In the circuit diagram above, which lamp causes the other to go off?",A. P,B. Q,C. R,D. S,B,,2024
Physics,NECO,"In the circuit diagram above, which lamp causes the other to go off?",A. P,B. Q,C. R,D. S,B,,2024
Physics,WAEC,A particle of mass 3.6×10⁻⁶ kg revolving around the earth has a radial acceleration of 4.3×10⁷ ms⁻². Calculate the centripetal force of the particle,A. 6.25×10⁻² N,B. 1.00×10⁻² N,C. 2.00×10⁻² N,D. 1.55×10⁻² N,D,,2024
